summonername,games_lost,loss_rate_percentage
"baby sen",5,9.26
gtqeti246,5,9.26
파아아아아아악,5,9.26
"뿔난 쭈꾸미",5,9.09
놀라리,5,9.09
유튜브이성진,5,9.09
라면은신라면이지,5,9.09
"2001 08 18",5,9.09
"TES Karso",5,9.09
니코틴마시써,5,9.09
"Choco R",5,8.93
32어3714,5,8.93
"ROAMING KING",5,8.93
nuo6,5,8.93
준탱이528,5,8.77
cgvMax,5,8.77
귀엽다수민의Heyu,5,8.77
noidaumetnhoai,5,8.77
실버승급시닉변,5,8.62
ZOY,5,8.62
B쑥연,5,8.62
루즈비,5,8.62
lilIlillliilll,5,8.62
Meoow,5,8.62
"WIN WlN",5,8.48
포블내면꼬라박음,5,8.48
군빵맨,5,8.33
난다이아가딱이야,5,8.33
"사 용 수",5,8.20
3점슈터,5,8.20
상대이즈하면오픈,5,8.20
"SKT T1 Tedcly",5,8.20
consanguineously,5,8.07
"DRX KaSper",5,8.07
pp7,5,8.07
악어새,5,8.07
"To Show Yourself",5,8.07
"JGR Dalun",5,7.94
캥거루,5,7.94
"렝명 아님",5,7.94
"Pz ZZang",5,7.94
"김민아 누나 fan",5,7.94
"평타는 맞아준다",5,7.81
자무쿄애소박젼쿵,5,7.81
저는레전드입니다,5,7.81
"T1 BBalrae",5,7.69
이규원,5,7.69
귤들어간다,5,7.69
IlIIIIlIIIIlll,5,7.69
Sangchu,5,7.69
시러맨,5,7.69
플레이어남탓중,5,7.58
동난쟁이,5,7.58
"Twitch 윤웨이",5,7.58
마스터가될사나이,5,7.58
"치 디",5,7.58
영재코인떡상이다,5,7.58
미스터크라울리,5,7.58
고대고햇짬타이거,5,7.46
백색말처럼fan,5,7.46
넌확실히강해졌다,5,7.46
"방심하면간다 ",5,7.46
Sile,5,7.46
"kua yy ",5,7.46
wadawdawwa,5,7.35
"Milk show time N",5,7.35
Mang0,5,7.35
"guan yi bei",5,7.35
"Butterfly Summer",5,7.35
"Awesome Ferris",5,7.35
"몽키 다이즈",5,7.35
떨어진사탕,5,7.25
순수화,5,7.25
"Samurai zz",5,7.25
아무고토모타똥,5,7.25
"TF Blacle",5,7.25
군밤갓,5,7.25
니가날알어,5,7.25
나는웃방천,5,7.25
욕받이원딜러1,5,7.14
credibl2,5,7.14
"혜지 임근열",5,7.14
liilillillll,5,7.14
와드박아와드싸개,5,7.14
LYHoqd,5,7.04
삶의이유겨울왕국,5,7.04
"스너우 꽃",5,7.04
Salvia,5,6.94
순r모,5,6.94
"귀요우밍 fans",5,6.94
"hermosa cristal",5,6.94
성숙하지않은인간,5,6.94
"쪼꼬맹이 조아해",5,6.85
"첼린저 레오나",5,6.85
"엘리팬티 미스틱",5,6.85
"눈이 예쁘다 그치",5,6.85
gtqeti613,5,6.85
yishannunuhao,5,6.85
rkskekfakk,5,6.76
구팔KR,5,6.76
Blank,5,6.76
무질량,5,6.67
몽강당,5,6.67
주현이그마갈꾸얌,5,6.67
콩이화니,5,6.67
SENMINGBANGnb,5,6.58
인텐션,5,6.58
"갬 성",5,6.58
YanMo,5,6.58
채팅치면원숭이,5,6.58
Gyeon100,5,6.58
"Do Not Say GG",5,6.49
Yeou1,5,6.49
HeRest,5,6.49
"Umgrade 할거야",5,6.49
"의정부 정탁이",5,6.49
똥거니,5,6.41
꿀튜브보고올렸어,5,6.41
"니가 더 잘해라",5,6.41
포항참치박정훈,5,6.41
proofer,5,6.41
미드이해석,5,6.41
다람다람다람뀨,5,6.41
"우울한 송유준",5,6.33
구너상,5,6.33
"가파른 길",5,6.33
불의를못참는사람,5,6.33
123321123123123,5,6.33
모구모구모찌,5,6.33
"나는 고기다",5,6.25
Twitch익산누누,5,6.25
매기로브,5,6.25
"DRX BAO",5,6.25
홀리퍽큉쒸잇,5,6.25
"뽀삐 정글 원챔",5,6.25
"달 카",5,6.25
해골기사,5,6.25
귀요미사막여우,5,6.25
smileeee,5,6.17
" lIlIIllIIlllIll",5,6.17
123213321,5,6.17
"Noob china",5,6.17
"35세 노망주",5,6.17
snugdloG,5,6.17
"     lyJ lyJ lyJ",5,6.17
"03 MDL",5,6.17
"MCX Mission",5,6.10
데덴네볼부비부비,5,6.10
바름이남친,5,6.10
werewrqd,5,6.10
"원딜러 장인어른",5,6.02
억울억울,5,6.02
게르세르끼,5,6.02
ajagalo,5,6.02
"SANDBOX DooTi",5,6.02
양소율,5,6.02
gtqeti265,5,6.02
나만잘하자2,5,5.95
0417,5,5.88
강원도감자털이범,5,5.88
anran9,5,5.88
Vivacious,5,5.88
"Gen G Asper",5,5.88
ABCD12F3,5,5.88
"KT Umtiti",5,5.88
"i wait for you",5,5.81
"에 코묻은 돈",5,5.81
Princesscat,5,5.81
승기잡고올라가자,5,5.81
RA디키,5,5.75
"SKT T1 Burdol",5,5.75
나틸리,5,5.75
"돈 다",5,5.75
"ADplayer  fans",5,5.75
eign,5,5.68
41309102,5,5.68
옴므파퇄,5,5.68
SKU18,5,5.62
왕될이남다,5,5.62
"새루는 죽었다",5,5.62
19금애니,5,5.62
"Uncle 30E Darius",5,5.62
리하우,5,5.62
"7 5",5,5.62
Azhy,5,5.56
9uoke,5,5.56
갓파일산최고,5,5.56
"Iove camille",5,5.50
갱수케넨짱세요,5,5.50
말걸지마어쩌라고,5,5.50
hongliaoli,5,5.50
"Gen G Peanut",5,5.44
배준희,5,5.44
yukun,5,5.38
"Viper OvO",5,5.38
신제영b,5,5.38
ganknam,5,5.38
정8189,5,5.32
기인내몸에서나와,5,5.32
"생각하는 서포터",5,5.26
연장선,5,5.26
"Be a Good person",5,5.26
"율천고 최현우",5,5.21
돌카사,5,5.21
PICAKZ,5,5.21
"Hide on bush",5,5.21
베인장인요맨,5,5.21
멘탈다잡고마스터,5,5.16
"잘하고픈 서포터",5,5.16
"코 제",5,5.16
다1탈출넘버원,5,5.16
gtqeti569,5,5.10
"VSG Minit",5,5.10
IlIlllllIlIlI,5,5.10
개인팟,5,5.10
"D1 D2 no mom dog",5,5.10
라쿤연습생,5,5.10
서렌하면초코우유,5,5.05
suantouwangba,5,5.05
"CN JG",5,5.00
"Drawing you",5,5.00
갈리오버프개이득,5,5.00
반달가슴곰슴가,5,4.95
"KZ OneZang",5,4.90
Momblackkk,5,4.90
오비타,5,4.90
Chellyfilter,5,4.85
"Death ADC",5,4.85
"PACT pkt",5,4.85
"SKT T1 Ted",5,4.81
킬러톱,5,4.81
단군의청춘부재,5,4.81
"가장 밝은 별3",5,4.76
남동현,5,4.76
cjsrlwk,5,4.72
지나안,5,4.72
노스킨원딜15gg,5,4.67
19xq,5,4.67
ZhanQiSuSuSu2,5,4.63
인천토종닭,5,4.63
"타 잔",5,4.59
"xi huan IU",5,4.55
"선 인",5,4.55
원딜백정라인,5,4.51
eagerpeople,5,4.51
"smile mame",5,4.51
"JENNIE fans",5,4.46
"B 레빗",5,4.46
1mihsanaK,5,4.46
내가강만식,5,4.46
jinrusenlin,5,4.43
"FL Keria",5,4.43
"Gray 77",5,4.43
"no die anymore",5,4.43
팍에리,5,4.39
"오빠 믿을수잇지",5,4.39
에센셜,5,4.31
롤할줄모르는사람,5,4.31
KzvBxc,5,4.31
"Serious game",5,4.27
"Ui Jin Park",5,4.27
"Xiulian aiqing4",5,4.27
"쇼군 오로치",5,4.27
"hf ghkyu2",5,4.24
Co24,5,4.24
RUWO여동생,5,4.24
"이기고 싶어요x",5,4.20
저이제잘해요,5,4.20
marco123,5,4.20
5년만에찾은아디,5,4.20
"질 듯",5,4.17
곰문문곰,5,4.17
uppup,5,4.17
"개조형 파진포LV7",5,4.17
시즌789다이아,5,4.17
12312312312asdf,5,4.13
nimenzhenJBcai,5,4.13
"18살 이범석",5,4.10
"Over and Over",5,4.10
"쭌 베2",5,4.10
sclkins,5,4.07
gsdgniduj,5,4.07
"괴물쥐 노예",5,4.07
"2005 03 09",5,4.07
이도류,5,4.03
순댱뮤,5,4.03
"정글아 도와주셈",5,4.03
"늙은 괴물",5,4.03
"건어물 여동생",5,4.00
"No longer love",5,4.00
"God of ability",5,3.97
ABCABC123,5,3.97
aoyingege,5,3.97
05080417,5,3.94
"APK Trigger",5,3.91
20살무직백수,5,3.88
"KT Zenit",5,3.85
donyeok2,5,3.79
백인걸,5,3.79
"머 익",5,3.79
지솔직fan,5,3.70
jhkyuf,5,3.70
저튜브보고취했어,5,3.65
StrongJgChampPlz,5,3.65
"서도일의 검",5,3.62
잠만보미,5,3.62
"SANDBOX Ghost",5,3.60
망상증1,5,3.57
왜이렇게살까,5,3.57
"cassiel 9",5,3.57
"Bottom GGame",5,3.55
lllIIIlllIIlllll,5,3.55
"SKT T1 Clid",5,3.52
"2002 1O23",5,3.52
"용감한 서포터",5,3.47
"Rou jiaozi",5,3.45
"16살 이종혁",5,3.45
gtqeti200,5,3.43
"30살도 할수있다",5,3.40
"느낌있는 피지컬",5,3.40
쉔글벙글,5,3.40
절망만한사람,5,3.38
라쿤1,5,3.36
"아련한 봄",5,3.36
"너 정말 불쌍하다",5,3.31
"Shower fall",5,3.27
"용서해줘 잘할게",5,3.25
"KZ Deft0",5,3.23
Autumm,5,3.21
"GW GG",5,3.21
bubezhua,5,3.13
전민혁,5,3.13
"By 불비",5,3.11
"Like Peace",5,3.07
"소통 피드백",5,3.07
"게임에 집중하다",5,3.05
키173cm체중42kg,5,3.05
qwrnhjklnbvz,5,2.99
창유나,5,2.94
gtqeti690,5,2.92
중임무황퉤,5,2.91
서도일이,5,2.89
우울해서만든아디,5,2.83
"전혀 두렵지 않다",5,2.81
gtqeti256,5,2.78
"리츠 OuO",5,2.59
김눌엉,5,2.54
사고보자,5,2.10
koe7,5,2.06
"맨들맨들 브라움",4,80.00
"DRX 데프트",4,80.00
회에당,4,80.00
도라애몽의주머니,4,57.14
"계속태워 야 타타",4,57.14
"Hot icecream",4,50.00
두봉E,4,44.44
머하숑,4,40.00
M1nion,4,40.00
"bleu et noir",4,40.00
ORI0N,4,40.00
소중히해줘,4,40.00
"broyeur de noir",4,36.36
"꼭 짱이 돼야지",4,36.36
"On1y 4 U",4,36.36
너의자크는,4,36.36
"봄의 꽃 라칸",4,33.33
"퀸 준 성",4,33.33
키보드콕스무접점,4,30.77
qwewqwe,4,30.77
"저런 사람 몰라요",4,30.77
카무치,4,30.77
"쁘 솜",4,30.77
엔젤릭,4,30.77
"변 수 발 생",4,28.57
Ojak,4,28.57
"길었던 밤이지난",4,26.67
"낭 루",4,26.67
중앙아시아,4,26.67
ippiiqqi,4,26.67
든짐이,4,26.67
굉장히화가난뱁새,4,26.67
"M1nt choco",4,26.67
"에픽하이 빈차",4,26.67
Qass,4,25.00
"요술공주 민이",4,25.00
"동 화",4,25.00
Pablo19,4,23.53
"롤은 질병",4,23.53
임덕호,4,23.53
분조장메가우림,4,23.53
갔따리,4,22.22
유기퇴소,4,22.22
야가다경력8년,4,21.05
"Liberty Aquarius",4,21.05
"Haru Fan",4,21.05
팽도리0114,4,20.00
Dunhill,4,20.00
miwa,4,19.05
김징밥,4,19.05
KidBin,4,19.05
다들쑤구리,4,19.05
권희원뚱돼지,4,18.18
"대 게",4,18.18
마이로롤드컵간다,4,18.18
최다원,4,18.18
"미토 아님",4,17.39
"always lonely",4,17.39
jiuban1,4,17.39
"리 나",4,17.39
"서라벌 하프",4,16.67
귀염뽀짝시로,4,16.67
"규 춘",4,16.67
오바꽁친데,4,16.67
슈퍼맨의빈맨투맨,4,16.67
"Huiru OwO",4,16.67
탑모해,4,16.00
"won jin ah ",4,16.00
촉수페티쉬,4,16.00
전설의용사여수혁,4,16.00
GoTnT,4,15.39
"AD CrySs",4,15.39
Zines,4,15.39
dycszcd,4,15.39
"달빛이 반짝이는",4,15.39
"꿈꾸는 작은 새",4,14.82
"우디르 요정",4,14.82
Liver,4,14.29
"Dear Evan Hansen",4,14.29
데미가이즈,4,14.29
"xia ban ym",4,13.79
"앙 예슬띠",4,13.79
ugly1234,4,13.79
"묻고 x2",4,13.33
"아크마 애봉",4,13.33
천주뤄사이하시나,4,13.33
뚝배기에단검,4,12.90
"TRy 뜽요미",4,12.90
노틸쟁이,4,12.90
"No 1 OfTheWorld",4,12.90
pmaren,4,12.90
겸손하면복이온다,4,12.90
"Only bear",4,12.50
"원딜 스눈이",4,12.50
커피는이디야,4,12.12
올해겨울밤,4,12.12
wasp1,4,12.12
진짜게임이왜그럼,4,11.77
나는앞만보고가,4,11.77
HLE설거지가이,4,11.77
"이영봉 파이팅",4,11.77
qwerasdfzxcvxzcv,4,11.77
용호냐,4,11.43
Koane,4,11.43
미주와유귀,4,11.43
"미니 기미니",4,11.43
꿈만같았어,4,11.11
"cute aqin",4,11.11
끝까지올릴거다,4,11.11
"최영건 KR",4,11.11
FYRtianxiadiyi,4,11.11
Korek1yo,4,10.53
Relate,4,10.53
Clonex,4,10.53
"NotFirstButBest ",4,10.53
오리아나엄마,4,10.26
몽땅과자,4,10.26
seareset120,4,10.26
dooooo,4,10.26
"KUAI ZI",4,10.26
"준식 Fan",4,10.26
말안통하는탑솔러,4,10.26
여기어때123,4,10.00
"astre de la nuit",4,9.76
"프로즌 K",4,9.76
"사랑하는 승우",4,9.76
CDSELLER,4,9.76
분당구피지컬괴물,4,9.76
난엄마말도안들어,4,9.76
"DRX Feiz",4,9.76
"자크 왜 하누",4,9.76
dbyl,4,9.76
imnoobboy,4,9.76
언젠가는돌아갈깨,4,9.52
"춥다 정글로와",4,9.52
"긍 마",4,9.52
"zzh is my son",4,9.52
"길 영",4,9.52
앙유민,4,9.52
"DWG Youngguri",4,9.52
Hoglet,4,9.52
s1aytrue123,4,9.52
"행복한 눈맞춤",4,9.52
likeiu9,4,9.30
"no gank 15ff",4,9.30
"재능충의 표본",4,9.30
지분화,4,9.30
"항상 멋있음",4,9.30
간절한프로지망생,4,9.30
"Hide on bush63",4,9.30
유민혁임,4,9.09
엉털네꼼장어,4,9.09
"황 기 하",4,9.09
"GoD Legends Fire",4,9.09
급식노맛,4,9.09
"둉 진",4,9.09
MightyBear2,4,9.09
SeTab,4,9.09
세체룰,4,9.09
"Joon Hyung Park",4,8.89
"나는야 영재",4,8.89
"missed them",4,8.89
1000jg,4,8.89
"태초의 진혼곡",4,8.89
"JG GAP 15 GG",4,8.89
하늘에서놀고싶어,4,8.89
"비 준",4,8.70
"TML Y",4,8.70
"헤 진",4,8.70
woaldjqtdj,4,8.70
"wo de tong tong ",4,8.51
"SEN Hentai",4,8.51
"TES 368",4,8.51
"24만원을 찾아서",4,8.51
"ExiA ROHAN",4,8.51
죄송미안쏘리니애,4,8.51
정글가는민이,4,8.51
한숨러,4,8.33
변화가,4,8.33
분신컨트롤,4,8.33
dlavor,4,8.33
쟁지환장하겟네,4,8.33
상체믿고하는사람,4,8.33
cote2003,4,8.33
Re1kkes,4,8.16
시리카,4,8.16
"샴 고양이 콩이",4,8.16
"새 싹",4,8.16
"Just Be Y0urself",4,8.16
"김태민 사생팬",4,8.16
띠분갑,4,8.16
"느긋한 북극곰",4,8.16
"기도하는 현띵",4,8.16
삼겹살김치볶음밥,4,8.16
"폼 팡",4,8.00
무한보수주의,4,8.00
Algia,4,7.84
혜지뚝배기수집가,4,7.84
"산본 Tian",4,7.84
zlmohve,4,7.84
AFTV프로즌케이,4,7.69
잭스랭킹1위,4,7.69
내가없어져볼게얍,4,7.69
Persistinefforts,4,7.69
임명수,4,7.69
"I Must Go JG",4,7.55
"이 삶의 끝",4,7.55
"Hyun OvO",4,7.55
"춘 수",4,7.55
"흑화 세이버",4,7.41
조울증질병게임,4,7.41
치피공,4,7.41
JIAOTONGDAXUE14,4,7.41
"Purple Fanta",4,7.27
김밀크,4,7.27
라면은물붓고3분,4,7.27
"월 밀",4,7.27
topk1n9,4,7.27
할게없다진짜,4,7.27
정글제일고수,4,7.27
쥐린내,4,7.27
춤추자,4,7.27
superme1,4,7.27
Anvyy,4,7.27
"청일아 롤접자",4,7.27
탑에서개짓하지마,4,7.14
자메이카흑인,4,7.14
"LAST STARDUST",4,7.14
"좀비 클레드",4,7.14
NDTC,4,7.02
흥건해,4,7.02
다딱이혐오증환자,4,7.02
"빛나는 별이 되길",4,7.02
마Phoenix,4,7.02
"운우의 낙",4,6.90
박정하,4,6.90
BAY헌터,4,6.90
카오스는해봤냐,4,6.90
"bie huixin ",4,6.90
Fhcouo,4,6.90
78978797787,4,6.90
"부케 Believe Me ",4,6.90
"귀여운 현우",4,6.78
"S8 챌린저",4,6.78
몰래키운아이디,4,6.67
"귀여운 조이서",4,6.67
"best darius ddc",4,6.67
정글여,4,6.67
"RueL OwO",4,6.67
파풀러,4,6.67
리버풀vs맨시티,4,6.56
"원딜을 소중히",4,6.56
크으리,4,6.56
"GCA Florid",4,6.56
라인양보좀부캐임,4,6.45
겨울지나봄이오듯,4,6.45
"KKH Trigger",4,6.45
도란검사졍,4,6.45
"실직자 조",4,6.45
"오곡님의 발닦개",4,6.45
팀운박살난노인,4,6.45
넥넷피한,4,6.45
L1sure,4,6.45
흙흘흙흙흙,4,6.45
"2020 1월 27일",4,6.45
풍월량머독침착맨,4,6.45
"오리지널 새우깡",4,6.45
Adeptline,4,6.45
"름 설",4,6.35
IIIIllll1,4,6.35
AngKaim,4,6.35
희귀한녀석들,4,6.35
아프리카BJ이성진,4,6.35
방굴방굴이,4,6.25
득이님,4,6.25
"Now forget me",4,6.25
난정말졸린다,4,6.25
이길줄아는자,4,6.25
미드만와라,4,6.25
성모님의군대,4,6.25
방랑자들,4,6.25
HalleyGalley,4,6.15
lIlI11lIlIIII1ll,4,6.15
우싹씨,4,6.15
"만기퇴소 전역",4,6.15
Rikka2,4,6.15
"My Treasure",4,6.06
Cide,4,6.06
태즈메이니아늑대,4,6.06
"See u AG",4,6.06
"son of score",4,6.06
도한s,4,6.06
Talez7,4,6.06
knightg,4,5.97
주주주주주김,4,5.97
믄똥왁왁,4,5.97
"Koo Hojin Fan",4,5.97
prob,4,5.97
xzcvxzvcfdsadf,4,5.97
화센세,4,5.97
bushishazi,4,5.88
"JAG Malrang",4,5.88
"Ada escape",4,5.88
"Just a loser",4,5.88
"ESG DUST",4,5.88
누룽누룽누룽누룽,4,5.88
"더샤이 fan",4,5.88
촉촉우왕,4,5.88
YerieI,4,5.88
wardboy,4,5.88
외로움자1,4,5.88
즐겜유저입니다19,4,5.88
Anbao,4,5.88
"C11 12",4,5.80
그걸속넹,4,5.80
누럼프,4,5.80
cusio,4,5.80
최동구리,4,5.80
"멘탈 챙기면 챌",4,5.80
zh이,4,5.80
Curious,4,5.80
linlei,4,5.71
자신감1,4,5.71
레팰리스타,4,5.71
"풉 메롱",4,5.71
"Sani 사 니 Sani",4,5.71
ChopCh0p,4,5.71
HOR0,4,5.71
gtqeti487,4,5.71
이펜최고미드,4,5.71
L2er,4,5.71
Yigritte,4,5.71
"좋다고 말해요",4,5.71
"l w0w QwQ l3l nl",4,5.63
seareset122,4,5.63
"으앙 예쁘다",4,5.63
xiaojianjian,4,5.63
종달잉잉,4,5.63
JzzCA,4,5.63
"A point",4,5.63
adfbsdf,4,5.63
대충안하는사람,4,5.63
조개소년의모험,4,5.63
"SKT T1 Teddy",4,5.56
qpalzmwoaj,4,5.56
"F1nd your dreams",4,5.56
"i care you1",4,5.48
"15 years boy",4,5.48
아프리카신발맨,4,5.48
아옭킹1,4,5.48
머억물,4,5.48
"ThxYouFor Coming",4,5.48
"So1o game",4,5.41
iiiiiiiiiiii1l,4,5.41
정글차이를극복중,4,5.41
탑라인티모감,4,5.41
"Red nerru5",4,5.33
데니얼1,4,5.33
"FW 엽북이",4,5.26
"펑티모 사랑해요",4,5.26
백수눈꽃,4,5.20
miut,4,5.20
저승사자후,4,5.20
"OG GALA",4,5.20
"The shy",4,5.20
1651645416,4,5.20
"Psy Shy Cho",4,5.20
Axiyo,4,5.13
2002년06월17일,4,5.13
째깎맨,4,5.13
sadasdhkl,4,5.13
엉아가조타,4,5.13
"jin can yi",4,5.06
아프리카TV이해석,4,5.06
님들너무못해요,4,5.06
T2K2T2K2,4,5.06
123465123,4,5.00
프라다를입는악마,4,5.00
쏘What,4,5.00
m0vin9,4,5.00
znhy,4,4.94
윤똥하,4,4.94
"Kyr1e Irving",4,4.94
WinDei1,4,4.94
exist1,4,4.88
"ESS Glorie",4,4.88
소원권,4,4.88
뽀빠이킹,4,4.88
"17살 테디",4,4.88
"리리컬 매지컬",4,4.88
데마시아녹서스프,4,4.88
"엉덩국 갱승제로",4,4.88
"우 웩에",4,4.82
니여자가남친없대,4,4.82
잘해졌어,4,4.82
"Vain Cerasus",4,4.82
pistols,4,4.82
ThEtiss,4,4.76
BnTeT,4,4.76
blwy1,4,4.76
rey0,4,4.76
"Strongest 1024",4,4.71
"n die me carry",4,4.71
gtqeti049,4,4.71
구지각,4,4.71
제주dongha,4,4.71
"Crowded Places",4,4.65
아이러니,4,4.65
초보원딜러,4,4.65
nef10,4,4.65
ttkzj좋아,4,4.60
A123S331WDA13S13,4,4.60
"America Dogtain",4,4.60
"펄스 Pulse",4,4.60
나는화자,4,4.60
태수링,4,4.60
주상lee,4,4.55
"그땐 그저 좋았다",4,4.55
"bie lai wu yang",4,4.49
방심silvergold물,4,4.49
ranigarashi,4,4.44
"T1 plz",4,4.44
주성이에염,4,4.44
jggggggggg,4,4.40
김성수방귀,4,4.40
"Go Away",4,4.35
Jaclyn9,4,4.35
"huangmenji king",4,4.35
털코르셋,4,4.35
SekwolOwO,4,4.26
"다딱이 담당일진",4,4.26
"T1 Trap",4,4.26
"Xialu Plz",4,4.26
용자호랑이,4,4.26
chuchuIsland,4,4.21
"Dragon win",4,4.21
부정적에너지,4,4.21
"불광동 휘발U",4,4.21
"  하치나  나오키",4,4.17
BJDMaoan,4,4.17
IIIIIIllllllIII,4,4.12
Pows2,4,4.12
"Pray continually",4,4.12
CCRGB,4,4.12
whatnow,4,4.12
"Are you where",4,4.08
"심심풀이 여신",4,4.08
노력와집중,4,4.04
정민이라우,4,4.04
"SANDBOX OnFleek",4,4.04
gtqeti219,4,4.04
몰아친다폭풍,4,4.04
xzvasdlqwras,4,4.00
"아라가키 유이",4,4.00
DDahyuk,4,4.00
"only shit",4,3.96
Skywalk19,4,3.96
TNTink,4,3.96
SKT우승GRF준우승,4,3.92
"qq502214940 ",4,3.92
caozuolaman,4,3.88
미친놈처럼게임함,4,3.88
"챌 대 관",4,3.88
"포식자 우르곳",4,3.88
"IEM ADC",4,3.85
"FA LaCo",4,3.81
"paddle물 person",4,3.81
"유별난 하루",4,3.81
tinychild,4,3.81
할수있어할수있다,4,3.81
"반 요 ",4,3.81
hfjfjhvjhvh,4,3.81
"자유의 인영상",4,3.77
Yunqi,4,3.77
"GenG LlFE",4,3.74
"Desperate beIief",4,3.74
JGKINGTUT,4,3.74
seareset119,4,3.74
"타 잔         T1",4,3.70
"린 홍간",4,3.70
작다게으르다,4,3.70
"DWG ShowMaker",4,3.67
wsmyzydwn,4,3.67
jurer,4,3.67
Lego77,4,3.64
"bj 율드",4,3.60
omoinotake,4,3.60
"DWG BeryL",4,3.57
112800,4,3.54
아라드,4,3.54
R3dxfx,4,3.51
"Gen G OwO",4,3.51
TripTrip,4,3.51
숲에사는괴물,4,3.51
Magikarp1,4,3.51
양념형2,4,3.51
"급 식 임",4,3.51
"Mary Sue",4,3.48
"Frozen Statues",4,3.48
wsnmdd,4,3.48
VENI,4,3.45
"xi yuan quan",4,3.45
mulmando,4,3.42
CrazzyCat,4,3.42
"이 바다를 넘어서",4,3.39
"kelin pig",4,3.39
프이세,4,3.39
keysaikouo,4,3.36
"멋지다 wow",4,3.36
커피과일차,4,3.31
"블 미",4,3.28
"Gen G Neat",4,3.28
Umjuns1k,4,3.28
서진욱,4,3.25
"오늘은 너만 보여",4,3.23
"전미개오 정수민",4,3.23
"KZ Pleata R ",4,3.20
"SANDBOX Crush",4,3.20
주위연,4,3.18
뻐스충O,4,3.15
나도성공하고싶다,4,3.15
"angry garne",4,3.13
"gac cong kc1",4,3.13
1136899937,4,3.05
차가운롤남자,4,3.01
"하 멘탈이 터진다",4,3.01
상록중,4,2.99
"타락한 밍구",4,2.99
소드아트777,4,2.96
hinu,4,2.90
"SANDBOX Royal",4,2.90
"SKT T1 Gori",4,2.88
"7 오",4,2.88
"hxazgsja dwzszjl",4,2.86
"dao xiao dao",4,2.84
노무현패는원딜,4,2.82
xxxxxx1,4,2.82
bullpagen,4,2.76
"yi tian yi tian",4,2.58
MapleStory275LV,4,2.53
owowowowowo,4,2.53
계란유골,4,2.40
오늘하루나리맑음,4,2.37
xhxr,4,2.34
빡준규,4,2.29
CIKE567,4,2.21
제대하고싶엉,4,2.00
zxcyasdzqwew,4,1.97
나는대포너는머포,4,1.94
vvrath,3,100.00
dopa9go,3,100.00
"맨들맨들 신지드",3,100.00
imep,3,100.00
"예 하",3,100.00
서천별보기,3,100.00
너의쓸쉬는,3,100.00
누구도날닷지못해,3,100.00
아리쨍,3,100.00
"브랜든 라이즈 벡",3,100.00
4212,3,100.00
"KhaZix world",3,100.00
0gni,3,100.00
"인생을 허비한 죄",3,100.00
"에 킁",3,100.00
송해는보송보송해,3,75.00
한결같이,3,75.00
안경현의이동현상,3,75.00
DeAdlys,3,75.00
가을깃,3,75.00
콩콩이가보낸홍콩,3,75.00
"SKT T1 이동리",3,75.00
Kleine,3,75.00
칼바람만해욧,3,75.00
"달토끼맛 쿠키",3,75.00
fkenfkwslnfaer,3,75.00
algo,3,60.00
구이몽타,3,60.00
BJ전홍석,3,60.00
"Youtube 가재맨",3,60.00
케넨이케넨감자,3,60.00
LifesGood,3,60.00
"M4rry U",3,60.00
동네포딩포딩,3,60.00
이게다때문이다,3,60.00
제발니들인생훈수,3,60.00
ekdtlsanjdi,3,60.00
곰리베어,3,60.00
열심히살려구,3,60.00
HighZion,3,50.00
"넥서스 남아있다",3,50.00
"사기챔프만 함",3,50.00
하단여신이유나,3,50.00
TheGamesWePlay,3,50.00
얼건안사는사람,3,50.00
"HM Bonnerbliss",3,50.00
77m,3,50.00
"끵 끵",3,50.00
너의우유는,3,50.00
치킨은행복입니다,3,50.00
"웅 종",3,50.00
고분머장,3,50.00
"학 요",3,50.00
Garmandorr,3,50.00
우리팀개못핵,3,50.00
"무 귀",3,50.00
"고정관념을 버려",3,42.86
오마카세먹고싶어,3,42.86
라이와쪄염뿌우,3,42.86
전진타격,3,42.86
괜찮아다시해보자,3,42.86
김태영,3,42.86
추국아,3,42.86
Ashin,3,37.50
"제일 착한 남자",3,37.50
"유튜브 김에릴",3,37.50
꿀버섯밟아라,3,37.50
"신월화 ",3,37.50
thejormungand,3,37.50
oulala,3,37.50
"엔리코 푸치",3,37.50
기엽게카이팅하기,3,37.50
"데 엡",3,37.50
블랙유네스코,3,37.50
"Soft ice cream",3,37.50
제발하게해주세요,3,37.50
넌서폿할때예뻐,3,37.50
PoVy,3,33.33
"학살러다 비켜라",3,33.33
나어땟어나어땟어,3,33.33
dOvOb,3,33.33
소연둥이,3,33.33
이지원1,3,33.33
TheTreeper,3,33.33
"Mettugi Haetban",3,33.33
올레2,3,30.00
김랑준,3,30.00
"Winds die twice",3,30.00
"벤츠 G클래스 AMG",3,30.00
쪼꼬맹이은시리,3,30.00
선생님,3,30.00
"DDO SSAT DA BABY",3,30.00
캣휠돌리는냥이,3,30.00
하남여신이지은,3,30.00
"Scholastic AT",3,30.00
김희삐,3,27.27
세트주세요올챔,3,27.27
읭읭몬,3,27.27
"진에어 스티치",3,27.27
"VeriTas 찰떡",3,27.27
"무엇을 위한",3,27.27
만기퇴출,3,27.27
"넌 그냥 못생겼어",3,27.27
"상처입은 ho랑이",3,27.27
채팅안보고안할거,3,27.27
사이드만처밀게요,3,27.27
도류환,3,27.27
뇌없는칸,3,25.00
우하림,3,25.00
